"","sero_pair","Serotype1","Serotype2","ST_Obs","ST_Exp","CC_Obs","CC_Exp","mc_st_index_freq","mc_st_index_sig","mc_cc_index_freq","mc_cc_index_sig","mc.index","ST_support","ST_confidence","ST_lift","ST_count","ST_chisq","ST_fisher","CC_support","CC_confidence","CC_lift","CC_count","CC_chisq","CC_fisher","mb_st_index_con","mb_st_index_lift","mb_cc_index_con","mb_cc_index_lift"
"1","1 - 19A","1","19A",5,2,12,4,0,0,1,0,0,0.0068870523415978,0.147058823529412,0.599801718440185,5,0.173126080215301,0.948384550638335,0.0187207488299532,0.428571428571429,2.66712898751734,12,7.91145062962946e-05,0.00051419236929732,0,0.5,0,0
"2","1 - 19F","1","19F",12,2,15,4,0,0,1,0,0,0.0165289256198347,0.352941176470588,1.77941176470588,12,0.0205865618111825,0.0229359682897083,0.0234009360374415,0.535714285714286,3.61466165413534,15,3.60319433687612e-09,9.47929141883391e-07,0,0,0,0
"3","1 - 6A","1","6A",5,1,13,5,0,0,1,0,0,0.0068870523415978,0.147058823529412,0.654998195597257,5,0.267557809261337,0.912181654587417,0.0202808112324493,0.464285714285714,2.75562169312169,13,1.90118886717675e-05,0.000180012090881438,0,0.5,0,0
"4","1 - 6B","1","6B",8,2,10,5,0,0,1,0,0,0.0110192837465565,0.235294117647059,0.976134453781513,8,0.935976040580947,0.600481567557721,0.015600624024961,0.357142857142857,2.1002621231979,10,0.00704245318272023,0.0117171995931585,0,0.5,0,0
"5","10A - 19A","10A","19A",4,1,9,5,0,0,1,0,0,0.00550964187327824,0.173913043478261,0.70933072789448,4,0.419452485959928,0.855552225477923,0.0140405616224649,0.290322580645161,1.80676479799562,9,0.0439317284945132,0.0458423837084245,0,0.5,0,0
"6","10A - 19F","10A","19F",3,1,7,5,0,0,1,0,0,0.00413223140495868,0.130434782608696,0.657608695652174,3,0.406518303339147,0.866841589831808,0.0109204368174727,0.225806451612903,1.52359932088285,7,0.212562758659358,0.160368397298594,0,0.5,0,0
"7","10A - 23F","10A","23F",3,0,7,3,0,0,1,0,0,0.00413223140495868,0.130434782608696,0.845496894409938,3,0.747755426877255,0.71571693449018,0.0109204368174727,0.225806451612903,2.12855787476281,7,0.0264906795295429,0.0364816767900918,0,0.5,0,0
"8","10A - 6A","10A","6A",4,1,9,6,0,0,1,0,0,0.00550964187327824,0.173913043478261,0.7746065617498,4,0.554476691210382,0.797058125356725,0.0140405616224649,0.290322580645161,1.72311827956989,9,0.0631952340715141,0.059968999317634,0,0.5,0,0
"9","10A - 6B","10A","6B",3,1,9,6,0,0,1,0,0,0.00413223140495868,0.130434782608696,0.54111801242236,3,0.20753513995725,0.943371628318072,0.0140405616224649,0.290322580645161,1.70730985498668,9,0.0676532640494237,0.0631115867450204,0,0.5,0,0
"10","11A - 19A","11A","19A",9,2,15,6,0,0,1,0,0,0.012396694214876,0.28125,1.14712078651685,9,0.627584772620724,0.380273429770354,0.0234009360374415,0.46875,2.91717233009709,15,1.12519909303022e-06,2.50036526407207e-05,0,0,0,0
"11","11A - 19F","11A","19F",6,2,14,5,0,0,1,0,0,0.00826446280991736,0.1875,0.9453125,6,0.874939135397547,0.635388826350434,0.0218408736349454,0.4375,2.95197368421053,14,2.29709318113286e-06,4.77100032673643e-05,0,0.5,0,0
"12","11A - 23F","11A","23F",2,1,11,3,0,0,1,0,0,0.00275482093663912,0.0625,0.405133928571429,2,0.141570687904514,0.970509862101222,0.0171606864274571,0.34375,3.24034926470588,11,7.49675636326278e-06,0.000183453499192069,0,0.5,0,0
"13","11A - 6A","11A","6A",2,1,10,6,0,0,1,0,0,0.00275482093663912,0.0625,0.278374233128834,2,0.0246690944659633,0.997423421443726,0.015600624024961,0.3125,1.85474537037037,10,0.0255517706248408,0.0294589975180553,0,0.5,0,0
"14","11A - 6B","11A","6B",3,2,10,6,0,0,1,0,0,0.00413223140495868,0.09375,0.388928571428571,3,0.0463160052576334,0.992079120920143,0.015600624024961,0.3125,1.83772935779817,10,0.0277588187617351,0.0312907424666229,0,0.5,0,0
"15","13 - 19A","13","19A",2,0,12,3,0,0,1,0,0,0.00275482093663912,0.25,1.01966292134831,2,0.974573570363445,0.622051818153541,0.0187207488299532,0.48,2.98718446601942,12,9.21565713578064e-06,0.000135459710449383,0,0,0,0
"16","13 - 19F","13","19F",1,0,11,3,0,0,1,0,0,0.00137741046831956,0.125,0.630208333333333,1,0.600868426437317,0.831067070173433,0.0171606864274571,0.44,2.96884210526316,11,2.80488137467028e-05,0.000323685124812618,0,0.5,0,0
"17","13 - 6A","13","6A",1,0,10,4,0,0,1,0,0,0.00137741046831956,0.125,0.556748466257669,1,0.497562571640426,0.870673878752662,0.015600624024961,0.4,2.37407407407407,10,0.00160627158756058,0.00430102391457027,0,0.5,0,0
"18","13 - 6B","13","6B",1,0,9,4,0,0,1,0,0,0.00137741046831956,0.125,0.518571428571429,1,0.440315639299178,0.891268038562407,0.0140405616224649,0.36,2.11706422018349,9,0.00990988893520331,0.0158368892484871,0,0.5,0,0
"19","14 - 19A","14","19A",28,12,21,10,1,0,1,0,0,0.0385674931129477,0.358974358974359,1.46413137424373,28,0.0134059644537053,0.0116713721092494,0.0327613104524181,0.428571428571429,2.66712898751734,21,1.07668132404497e-07,2.75560869773744e-06,0,0,0,0
"20","14 - 19F","14","19F",22,13,19,10,1,0,1,0,0,0.0303030303030303,0.282051282051282,1.42200854700855,22,0.0497256191096627,0.0385484098351141,0.0296411856474259,0.387755102040816,2.61632653061224,19,9.06609187734043e-07,1.45958874495809e-05,0,0,0,0
"21","14 - 23F","14","23F",11,7,9,6,1,0,1,0,0,0.0151515151515152,0.141025641025641,0.914148351648352,11,0.73177222824246,0.686268974284955,0.0140405616224649,0.183673469387755,1.73139255702281,9,0.0664695003707874,0.0625199367393215,0,0.5,0,0
"22","14 - 3","14","3",6,2,10,3,0,0,1,0,0,0.00826446280991736,0.0769230769230769,1.32967032967033,6,0.445065143552739,0.290840739024684,0.015600624024961,0.204081632653061,2.90702947845805,10,0.000135158384636484,0.00111589912623745,0,0,0,0
"23","14 - 4","14","4",7,1,9,3,0,0,1,0,0,0.00964187327823691,0.0897435897435897,2.50591715976331,7,0.00666556767648325,0.0153516064048859,0.0140405616224649,0.183673469387755,2.61632653061225,9,0.00121629577349977,0.00450497925853677,0,0,0,0
"24","14 - 6A","14","6A",8,10,13,12,1,1,1,0,1,0.0110192837465565,0.102564102564103,0.456819254365267,8,0.00629134259426626,0.999018639254504,0.0202808112324493,0.26530612244898,1.57464096749811,13,0.0595472789975748,0.05124960724183,0,0.5,0,0
"25","14 - 6B","14","6B",12,12,11,11,1,0,1,0,0,0.0165289256198347,0.153846153846154,0.638241758241758,12,0.0566690709004794,0.98315563851656,0.0171606864274571,0.224489795918367,1.32016476315297,11,0.291153461524702,0.192606707667323,0,0.5,0,0
"26","14 - 6C/D","14","6C/D",3,3,8,5,1,0,1,0,0,0.00413223140495868,0.0384615384615385,0.324686940966011,3,0.0206592064044562,0.997592330767836,0.0124804992199688,0.163265306122449,1.77378069872017,8,0.0727300087166402,0.0693896771315081,0,0.5,0,0
"27","15A - 19A","15A","19A",13,2.975,21,7,1,0,1,0,0,0.0179063360881543,0.276595744680851,1.12813770021516,13,0.604666904322021,0.357584380010816,0.0327613104524181,0.6,3.73398058252427,21,3.37227926555523e-13,1.13880801398359e-09,0,0,0,0
"28","15A - 19F","15A","19F",10,3,16,6,1,0,1,0,0,0.0137741046831956,0.212765957446809,1.07269503546099,10,0.797692652331799,0.459980691534538,0.0249609984399376,0.457142857142857,3.08451127819549,16,1.21984562005914e-07,6.13960055368922e-06,0,0,0,0
"29","15A - 23F","15A","23F",5,1,10,4,0,0,1,0,0,0.0068870523415978,0.106382978723404,0.689589665653495,5,0.347311378422244,0.878522825855627,0.015600624024961,0.285714285714286,2.69327731092437,10,0.000386385651724937,0.00197199549379337,0,0.5,0,0
"30","15A - 6A","15A","6A",2,2,11,7,0,0,1,0,0,0.00275482093663912,0.0425531914893617,0.189531392768568,2,0.0019920097265356,0.999935118564245,0.0171606864274571,0.314285714285714,1.86534391534392,11,0.0177840432984319,0.0216270871476041,0,0.5,0,0
"31","15A - 6B","15A","6B",4,3,8,6,1,0,1,0,0,0.00550964187327824,0.0851063829787234,0.35306990881459,4,0.0097509546155536,0.998851891529599,0.0124804992199688,0.228571428571429,1.34416775884666,8,0.343189456896204,0.230015796446144,0,0.5,0,0
"32","15A - 6C/D","15A","6C/D",1,0,7,3,0,0,1,0,0,0.00137741046831956,0.0212765957446809,0.179614052449283,1,0.0330179042842599,0.997835445731724,0.0109204368174727,0.2,2.1728813559322,7,0.0230748231638574,0.0334536011207378,0,0.5,0,0
"33","15B/C - 19A","15B/C","19A",23,3,15,7,1,0,1,0,0,0.0316804407713499,0.396551724137931,1.61739635800078,23,0.00521107716547004,0.00564708864915242,0.0234009360374415,0.394736842105263,2.45656617271334,15,5.10854679480825e-05,0.000288869124055206,0,0,0,0
"34","15B/C - 19F","15B/C","19F",14,3,17,7,1,0,1,0,0,0.0192837465564738,0.241379310344828,1.21695402298851,14,0.391553158030079,0.24183962631402,0.0265210608424337,0.447368421052632,3.0185595567867,17,8.72657145736718e-08,4.33386797972088e-06,0,0,0,0
"35","15B/C - 23F","15B/C","23F",8,2,12,4,0,0,1,0,0,0.0110192837465565,0.137931034482759,0.894088669950739,8,0.719491877742781,0.698948543954045,0.0187207488299532,0.315789473684211,2.97678018575851,12,1.50398494879047e-05,0.000228268427232088,0,0.5,0,0
"36","15B/C - 6A","15B/C","6A",6,2,11,8,0,0,1,0,0,0.00826446280991736,0.103448275862069,0.460757351385657,6,0.0212418762349675,0.996059447366808,0.0171606864274571,0.289473684210526,1.71807992202729,11,0.0399378130450045,0.0396077551066393,0,0.5,0,0
"37","15B/C - 6B","15B/C","6B",8,3,15,8,1,0,1,0,0,0.0110192837465565,0.137931034482759,0.572216748768473,8,0.0556093758700813,0.985304668544179,0.0234009360374415,0.394736842105263,2.32134234669242,15,0.000143924670342667,0.000565704420609376,0,0.5,0,0
"38","15B/C - 6C/D","15B/C","6C/D",4,0,10,3,0,0,1,0,0,0.00550964187327824,0.0689655172413793,0.582197273456295,4,0.223994511460351,0.932406528520051,0.015600624024961,0.263157894736842,2.85905441570027,10,0.000168560156996086,0.00124513376184184,0,0.5,0,0
"39","16F - 19A","16F","19A",3,1,6,4,0,0,1,0,0,0.00413223140495868,0.25,1.01966292134831,3,0.968774690639904,0.595780524751081,0.0093603744149766,0.222222222222222,1.38295577130529,6,0.373671870462998,0.255965847444573,0,0,0,0
"40","16F - 19F","16F","19F",2,2,7,3,0,0,1,0,0,0.00275482093663912,0.166666666666667,0.840277777777778,2,0.781380537764571,0.722761739940361,0.0109204368174727,0.259259259259259,1.74931773879142,7,0.0970297375144428,0.0891643345044869,0,0.5,0,0
"41","16F - 6A","16F","6A",1,1,4,5,0,0,1,1,1,0.00137741046831956,0.0833333333333333,0.371165644171779,1,0.237240024774803,0.9539435409361,0.0062402496099844,0.148148148148148,0.879286694101509,4,0.772972007159012,0.695025369807048,0,0.5,0,0.5
"42","16F - 6B","16F","6B",1,1.975,3,4,0,1,1,1,2,0.00137741046831956,0.0833333333333333,0.345714285714286,1,0.19774118602981,0.96452807974188,0.0046801872074883,0.111111111111111,0.653414882772681,3,0.404899840630255,0.866815463126216,0,0.5,0,0.5
"43","18C - 19A","18C","19A",5,3,11,4,1,0,1,0,0,0.0068870523415978,0.142857142857143,0.582664526484751,5,0.1492058404432,0.956995050257611,0.0171606864274571,0.423076923076923,2.63293502613891,11,0.000199685599001,0.00103068520106058,0,0.5,0,0
"44","18C - 19F","18C","19F",3,3,8,4,1,0,1,0,0,0.00413223140495868,0.0857142857142857,0.432142857142857,3,0.0867380896165417,0.982007227275483,0.0124804992199688,0.307692307692308,2.07611336032389,8,0.0194551589572821,0.0272551460693273,0,0.5,0,0
"45","18C - 6A","18C","6A",2,2,7,4,0,0,1,0,0,0.00275482093663912,0.0571428571428571,0.254513584574934,2,0.0149973575393343,0.99874288024847,0.0109204368174727,0.269230769230769,1.59793447293447,7,0.161173692624054,0.130196930759714,0,0.5,0,0
"46","18C - 6B","18C","6B",3,3,8,4,1,0,1,0,0,0.00413223140495868,0.0857142857142857,0.355591836734694,3,0.0276473143979753,0.996055943789226,0.0124804992199688,0.307692307692308,1.80945659844742,8,0.0564759969422424,0.0574501836064342,0,0.5,0,0
"47","19A - 19F","19A","19F",60,19,39,27,1,0,1,0,0,0.0826446280991736,0.337078651685393,1.69943820224719,60,9.15949632494631e-08,2.44697054130941e-07,0.0608424336973479,0.378640776699029,2.55482881962187,39,6.73882501688832e-13,1.00632415171058e-10,0,0,0,0
"48","19A - 23A","19A","23A",10,2,14,4,0,0,1,0,0,0.0137741046831956,0.0561797752808989,1.04580812445981,10,0.866894794206121,0.49767976327296,0.0218408736349454,0.135922330097087,3.48504854368932,14,2.92467716495178e-08,3.24734086489144e-06,0,0,0,0
"49","19A - 23F","19A","23F",31,12,19,16,1,0,1,0,0,0.0426997245179063,0.174157303370787,1.12891252006421,31,0.397837877529196,0.231908044757071,0.0296411856474259,0.184466019417476,1.73886350656768,19,0.00480734798530914,0.00610917560343576,0,0,0,0
"50","19A - 3","19A","3",8,4,19,10,1,0,1,0,0,0.0110192837465565,0.0449438202247191,0.776886035313002,8,0.395877278395716,0.850105290151012,0.0296411856474259,0.184466019417476,2.62761596548004,19,7.25517296523749e-07,1.19005244195447e-05,0,0.5,0,0
"51","19A - 34","19A","34",4,1,7,4,0,0,1,0,0,0.00550964187327824,0.0224719101123595,1.48314606741573,4,0.357437728620252,0.272471950155914,0.0109204368174727,0.0679611650485437,1.50217609641781,7,0.22590430637302,0.168409968865723,0,0,0,0
"52","19A - 35B","19A","35B",8,1,5,3,0,0,1,0,0,0.0110192837465565,0.0449438202247191,0.98876404494382,8,0.969965124595488,0.584411834567374,0.0078003120124805,0.0485436893203883,1.35289151540734,5,0.450749094803312,0.30425370105735,0,0.5,0,0
"53","19A - 4","19A","4",6,2,9,9,0,0,1,0,0,0.00826446280991736,0.0337078651685393,0.941227312013829,6,0.861912057831856,0.645414151771222,0.0140405616224649,0.087378640776699,1.24466019417476,9,0.456430725429901,0.286673291315053,0,0.5,0,0
"54","19A - 6A","19A","6A",17,16,31,31,1,0,1,0,0,0.0234159779614325,0.0955056179775281,0.425380850623837,17,2.05471104841196e-06,0.999999893412975,0.0483619344773791,0.300970873786408,1.78631787126933,31,8.81622192808386e-05,0.00017825523719982,0,0.5,0,0
"55","19A - 6B","19A","6B",19,20,28,31,1,1,1,1,2,0.0261707988980716,0.106741573033708,0.442825040128411,19,1.42160437889852e-06,0.999999918873237,0.0436817472698908,0.271844660194175,1.5986461209584,28,0.00268374173613648,0.00306973301110715,0,0.5,0,0
"56","19A - 6C/D","19A","6C/D",8,5,19,14.975,1,0,1,0,0,0.0110192837465565,0.0449438202247191,0.37940945910635,8,0.000476852565149132,0.999962239039895,0.0296411856474259,0.184466019417476,2.0041138719763,19,0.000397653237706934,0.000929144983964913,0,0.5,0,0
"57","19A - 7F","19A","7F",4,1,9,3,0,0,1,0,0,0.00550964187327824,0.0224719101123595,0.815730337078652,4,0.633881023962216,0.763555869596286,0.0140405616224649,0.087378640776699,2.8004854368932,9,0.000344328979676978,0.00182767447386103,0,0.5,0,0
"58","19A - 8","19A","8",2,1,8,3,0,0,1,0,0,0.00275482093663912,0.0112359550561798,0.815730337078652,2,0.738066646650104,0.746885002034577,0.0124804992199688,0.0776699029126214,2.26301853486319,8,0.00834601798853891,0.0153069278843847,0,0.5,0,0
"59","19A - 9V","19A","9V",13,2,12,4,0,0,1,0,0,0.0179063360881543,0.0730337078651685,1.03965631196299,13,0.867061965786813,0.490601189786124,0.0187207488299532,0.116504854368932,2.8722927557879,12,2.00251306471782e-05,0.000217798498575445,0,0,0,0
"60","19F - 23A","19F","23A",11,2,13,3,0,0,1,0,0,0.0151515151515152,0.0763888888888889,1.42200854700855,11,0.177784830206402,0.128430836612127,0.0202808112324493,0.136842105263158,3.50863157894737,13,9.44085601573076e-08,8.72381637011036e-06,0,0,0,0
"61","19F - 23F","19F","23F",26,13,21,15,1,0,1,0,0,0.0358126721763085,0.180555555555556,1.1703869047619,26,0.329399355018912,0.197198564555091,0.0327613104524181,0.221052631578947,2.08374613003096,21,8.05527314029331e-05,0.000265255049553093,0,0,0,0
"62","19F - 3","19F","3",14,4,16,8,1,0,1,0,0,0.0192837465564738,0.0972222222222222,1.68055555555556,14,0.0238083981040938,0.0241501139443541,0.0249609984399376,0.168421052631579,2.39906432748538,16,4.90937964538336e-05,0.000267456142188085,0,0,0,0
"63","19F - 34","19F","34",1,1,7,4,0,0,1,0,0,0.00137741046831956,0.00694444444444444,0.458333333333333,1,0.367876527701037,0.9137775746226,0.0109204368174727,0.0736842105263158,1.62867513611615,7,0.14838665779762,0.122046059915017,0,0.5,0,0
"64","19F - 35B","19F","35B",5,2,6,3,0,0,1,0,0,0.0068870523415978,0.0347222222222222,0.763888888888889,5,0.489848665983293,0.817933654146852,0.0093603744149766,0.0631578947368421,1.76018306636156,6,0.121440930267531,0.109801948523642,0,0.5,0,0
"65","19F - 4","19F","4",4,2.975,9,9,1,0,1,0,0,0.00550964187327824,0.0277777777777778,0.775641025641026,4,0.562237693638434,0.792205519493145,0.0140405616224649,0.0947368421052632,1.34947368421053,9,0.310522427853478,0.208002273310702,0,0.5,0,0
"66","19F - 6A","19F","6A",16,16,25,28,1,0,1,1,1,0.0220385674931129,0.111111111111111,0.494887525562372,16,0.000269860426513772,0.999966187511462,0.0390015600624025,0.263157894736842,1.56189083820663,25,0.00755967853472114,0.00764489044211656,0,0.5,0,0
"67","19F - 6B","19F","6B",13,21,24,28,1,1,1,1,2,0.0179063360881543,0.0902777777777778,0.37452380952381,13,2.30852449979673e-06,0.99999991877107,0.0374414976599064,0.252631578947368,1.48565910188315,24,0.0202556172958968,0.017644809700456,0,0.5,0,0
"68","19F - 6C/D","19F","6C/D",7,5,13,12,1,0,1,0,0,0.00964187327823691,0.0486111111111111,0.410368217054264,7,0.00376912459322567,0.999542492471262,0.0202808112324493,0.136842105263158,1.48670829616414,13,0.101725727809967,0.0787844884822504,0,0.5,0,0
"69","19F - 9V","19F","9V",13,2,13,3,0,0,1,0,0,0.0179063360881543,0.0902777777777778,1.28513071895425,13,0.293522505890455,0.190329346162729,0.0202808112324493,0.136842105263158,3.37368421052632,13,2.54630721884988e-07,1.5314816233426e-05,0,0,0,0
"70","23A - 6A","23A","6A",5,1,12,4,0,0,1,0,0,0.0068870523415978,0.128205128205128,0.571024067956583,5,0.138388809421704,0.960865124324204,0.0187207488299532,0.48,2.84888888888889,12,2.18688210504294e-05,0.00022129983482242,0,0.5,0,0
"71","23A - 6B","23A","6B",5,1,9,4,0,0,1,0,0,0.0068870523415978,0.128205128205128,0.531868131868132,5,0.0903243883211441,0.976942426441554,0.0140405616224649,0.36,2.11706422018349,9,0.00990988893520331,0.0158368892484871,0,0.5,0,0
"72","23F - 3","23F","3",7,2,13,5,0,0,1,0,0,0.00964187327823691,0.0625,1.08035714285714,7,0.818754647448541,0.478127508012909,0.0202808112324493,0.191176470588235,2.72320261437908,13,3.63129826125043e-05,0.000331797054857542,0,0,0,0
"73","23F - 4","23F","4",4,1,8,6,0,0,1,0,0,0.00550964187327824,0.0357142857142857,0.997252747252747,4,0.995138539283033,0.588621640843429,0.0124804992199688,0.117647058823529,1.67581699346405,8,0.105309711068418,0.0910712121191249,0,0.5,0,0
"74","23F - 6A","23F","6A",26,10,18,18,1,0,1,0,0,0.0358126721763085,0.232142857142857,1.03396143733567,26,0.833441270747993,0.459099907097253,0.0280811232449298,0.264705882352941,1.57107843137255,18,0.0249565070525146,0.0230764554965447,0,0,0,0
"75","23F - 6B","23F","6B",17,13,18,19,1,0,1,1,1,0.0234159779614325,0.151785714285714,0.62969387755102,17,0.0163243909629512,0.995610376049036,0.0280811232449298,0.264705882352941,1.55666486778198,18,0.0279744619212348,0.025308660736688,0,0.5,0,0
"76","23F - 6C/D","23F","6C/D",11,3,14,8,1,0,1,0,0,0.0151515151515152,0.0982142857142857,0.829111295681063,11,0.470980535174586,0.808842734371752,0.0218408736349454,0.205882352941176,2.23678963110668,14,0.000593596307373013,0.00175524161253832,0,0.5,0,0
"77","3 - 4","3","4",1,0,7,3,0,0,1,0,0,0.00137741046831956,0.0238095238095238,0.664835164835165,1,0.666263572931728,0.7935225942922,0.0109204368174727,0.155555555555556,2.2158024691358,7,0.0201191374281801,0.0307209928418156,0,0.5,0,0
"78","3 - 6A","3","6A",7,3,17,10,1,0,1,0,0,0.00964187327823691,0.166666666666667,0.742331288343558,7,0.354606415609796,0.870030184526499,0.0265210608424337,0.377777777777778,2.24218106995885,17,0.000100260058445972,0.000383472038562236,0,0.5,0,0
"79","3 - 6B","3","6B",8,4,15,10,1,0,1,0,0,0.0110192837465565,0.19047619047619,0.790204081632653,8,0.429869714831822,0.835090133496276,0.0234009360374415,0.333333333333333,1.96024464831804,15,0.00249630549157224,0.00427815513770912,0,0.5,0,0
"80","3 - 6C/D","3","6C/D",1,0,11,4,0,0,1,0,0,0.00137741046831956,0.0238095238095238,0.200996677740864,1,0.0505161683914706,0.995753212819217,0.0171606864274571,0.244444444444444,2.65574387947269,11,0.000244936048682342,0.00135464370688264,0,0.5,0,0
"81","34 - 6A","34","6A",1,1,7,6,0,0,1,0,0,0.00137741046831956,0.0909090909090909,0.404907975460123,1,0.284562097536554,0.94034353581397,0.0109204368174727,0.241379310344828,1.43263090676884,7,0.283139873597014,0.201166091452987,0,0.5,0,0
"82","34 - 6B","34","6B",2,1,10,5,0,0,1,0,0,0.00275482093663912,0.181818181818182,0.754285714285714,2,0.643513908472622,0.78591177147972,0.015600624024961,0.344827586206897,2.02783929136349,10,0.0103443749820543,0.0153500439205376,0,0.5,0,0
"83","35B - 6A","35B","6A",6,1,5,4,0,0,1,0,0,0.00826446280991736,0.181818181818182,0.809815950920245,6,0.547380910296694,0.788807533093216,0.0078003120124805,0.217391304347826,1.2902576489533,5,0.523368516131994,0.342704264847157,0,0.5,0,0
"84","35B - 6B","35B","6B",5,1,6,4,0,0,1,0,0,0.0068870523415978,0.151515151515152,0.628571428571429,5,0.218408587052206,0.931457230231775,0.0093603744149766,0.260869565217391,1.53410450737934,6,0.237675673219557,0.180841964726661,0,0.5,0,0
"85","35F - 6A","35F","6A",1,0,5,3,0,0,1,0,0,0.00137741046831956,0.0769230769230769,0.34261444077395,1,0.19811862456487,0.964457830610352,0.0078003120124805,0.25,1.4837962962963,5,0.322426116859074,0.235843333706051,0,0.5,0,0
"86","4 - 6B","4","6B",2,2,11,10,0,0,1,0,0,0.00275482093663912,0.0769230769230769,0.319120879120879,2,0.0463057277670695,0.993593078744927,0.0171606864274571,0.244444444444444,1.4375127420999,11,0.168290422667172,0.122614016127089,0,0.5,0,0
"87","6A - 6B","6A","6B",73,16,44,32,1,0,1,0,0,0.100550964187328,0.447852760736196,1.85794916739702,73,2.38464457892084e-12,1.87580755706322e-11,0.0686427457098284,0.407407407407407,2.3958545701665,44,5.99029352366625e-13,4.87005345026183e-11,0,0,0,0
"88","6A - 6C/D","6A","6C/D",58,4,33,15,1,0,1,0,0,0.0798898071625344,0.355828220858896,3.00385219004138,58,1.75137046337793e-26,6.22325184453763e-22,0.0514820592823713,0.305555555555556,3.31967984934087,33,3.85448514028344e-17,3.92685719684062e-13,0,0,0,0
"89","6A - 8","6A","8",1,1,5,3,0,0,1,0,0,0.00137741046831956,0.00613496932515337,0.445398773006135,1,0.341991516259967,0.922759442392048,0.0078003120124805,0.0462962962962963,1.34890572390572,5,0.453472960817209,0.306286955449004,0,0.5,0,0
"90","6A - 9V","6A","9V",5,1,10,4,0,0,1,0,0,0.0068870523415978,0.0306748466257669,0.436665463731505,5,0.0247710700073485,0.995603601463629,0.015600624024961,0.0925925925925926,2.28276353276353,10,0.00264805222281549,0.00600614783293021,0,0.5,0,0
"91","6B - 6C/D","6B","6C/D",31,5,29,16,1,0,1,0,0,0.0426997245179063,0.177142857142857,1.49541528239203,31,0.00582173328449239,0.00551845369515247,0.0452418096723869,0.26605504587156,2.89053024413,29,5.2672580652145e-12,1.43804730959089e-09,0,0,0,0
"92","6B - 8","6B","8",3,1,3,3,0,0,1,0,0,0.00413223140495868,0.0171428571428571,1.24457142857143,3,0.660737538437353,0.447727910788168,0.0046801872074883,0.0275229357798165,0.801918265221018,3,0.668684751458158,0.752963719776311,0,0,0,0.5
"93","6B - 9V","6B","9V",9,2,14,4,0,0,1,0,0,0.012396694214876,0.0514285714285714,0.732100840336134,9,0.263485321969079,0.904715179099306,0.0218408736349454,0.128440366972477,3.16654904728299,14,3.30623015791071e-07,1.25468073931837e-05,0,0.5,0,0
